categoria	caso	pais	es_legal	norma	notas
categoria_2	categoria_2_caso_6	Chile	gratis	Ley 17336	SÍ, ES LEGAL. Existe una limitación al derecho de autor que dispone que la primera venta u otra transferencia de propiedad, en Chile o en el extranjero, agota el derecho de distribución nacional e internacionalmente con respecto del original o ejemplar transferido. Esta disposición cubre el acto que realiza la biblioteca al importar (mediante reventa, trueque o donación) una copia (original) de una obra previamente adquirida por otra biblioteca en el exterior. Ver: Artículo 18.E (agotamiento internacional del derecho de distribución).
categoria_2	categoria_2_caso_6	Colombia	incierto	Ley 1915	LEGALIDAD INCIERTA. Existe una limitación al derecho de autor que dispone que el derecho a controlar la distribución de un soporte material se agota con la primera venta respecto de las sucesivas reventas de un ejemplar. No se aclara el alcance de este agotamiento, es decir, si es a nivel nacional o internacional (posibilitando las importaciones paralelas). No queda claro que una biblioteca tenga la posibilidad de importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga en otro país. Ver: Artículo 3 (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_6	Costa Rica	gratis	Ley 6683	SÍ, ES LEGAL. Existe una limitación al derecho de autor que dispone que los derechos de distribución y de importación no serán oponibles contra la venta o importación de los originales o copias de una obra vendidas legítimamente en otro país. Esta disposición cubre el acto que realiza la biblioteca al importar (mediante reventa, trueque o donación) una copia (original) de una obra previamente adquirida por otra biblioteca en el exterior. Ver: Artículo 16.2 (agotamiento internacional del derecho de distribución).
categoria_2	categoria_2_caso_6	Cuba	no	Ley 14	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una limitación al derecho de autor que dispone que el derecho de distribución mediante venta u otra transferencia de la propiedad se agota con la primera venta u otra forma de transferencia de la propiedad del original o copias después de que se hubiesen introducido en el comercio de cualquier país. Esta disposición cubre el acto que realiza la biblioteca al importar (mediante reventa, trueque o donación) una copia (original) de una obra previamente adquirida por otra biblioteca en el exterior. Ver: Artículo 125 (agotamiento internacional del derecho de distribución).
categoria_2	categoria_2_caso_6	El Salvador	incierto	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	LEGALIDAD INCIERTA. Existe una limitación al derecho de autor que dispone que la facultad de poner a disposición del público los ejemplares de la obra por medio de la venta u otra forma de transferencia de la propiedad se extingue a partir de la primera venta. Por lo tanto, el titular del derecho no puede prohibir o controlar las subsiguientes transferencias de propiedad del ejemplar. No se aclara el alcance de la extinción de este derecho, es decir, si es a nivel nacional o internacional (posibilitando las importaciones paralelas). No queda claro que una biblioteca tenga la posibilidad de importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga en otro país. Ver: Artículo 7(d) (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_6	Guatemala	no	Decreto 33-98 y modificativas	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Honduras	no	Decreto 4-99-E	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	México	incierto	Ley Federal del Derecho de Autor	LEGALIDAD INCIERTA. Existe una limitación al derecho de autor que dispone que el derecho a autorizar o prohibir la distribución de la obra, incluyendo la venta u otras formas de transmisión de la propiedad de los ejemplares, se extingue a partir de la primera venta. Por lo tanto, el titular del derecho no puede prohibir o controlar las subsiguientes transferencias de propiedad de las copias. No se aclara el alcance de la extinción de este derecho, es decir, si es a nivel nacional o internacional (posibilitando las importaciones paralelas). No queda claro que una biblioteca tenga la posibilidad de importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga en otro país. Ver: Artículo 27.VI (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_6	Nicaragua	no	Ley 312	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Panamá	no	Ley 64	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Paraguay	incierto	Ley 1328	LEGALIDAD INCIERTA. Existe una limitación al derecho de autor que dispone que el derecho a autorizar o prohibir la distribución de la obra, incluyendo la venta u otras formas de transmisión de la propiedad de los ejemplares, se extingue a partir de la primera transmisión de propiedad. Por lo tanto, el titular del derecho no puede prohibir o controlar las subsiguientes transferencias de propiedad de las copias. No se aclara el alcance de la extinción de este derecho, es decir, si es a nivel nacional o internacional (posibilitando las importaciones paralelas). No queda claro que una biblioteca tenga la posibilidad de importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga en otro país. Ver: Artículo 28 (agotamiento del derecho de distribución).
categoria_2	categoria_2_caso_6	Perú	no	Decreto Legislativo 822	NO ES LEGAL. Existe una limitación al derecho de autor que dispone que el titular de los derechos patrimoniales no podrá oponerse a la reventa de los ejemplares en el país en el cual han sido vendidas legítimamente. Esta limitación agota el derecho de distribución a nivel nacional pero no incide en la facultad del titular de derechos de autorizar o prohibir las importaciones de ejemplares de la obra vendidos en el extranjero. Esta limitación no cubre los actos que realiza una biblioteca al importar (mediante reventa, trueque o donación) una copia (original) de una obra previamente adquirida por una institución homóloga de otro país. Ver: Artículo 34 (agotamiento nacional del derecho de distribución).
categoria_2	categoria_2_caso_6	República Dominicana	no	Ley 65-00	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Uruguay	no	Ley 9739	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
